sqft,beds,baths,parking,age_of_property,price_in_rupees,furnishing_status_encoded,location_Bangalore,location_Bangalore_Whitefield,location_Bhubaneswar,location_Chandigarh,location_Chennai,location_Delhi,location_Delhi_VasantVihar,location_Gurgaon_DLF,location_Hyderabad,location_Hyderabad_Gachibowli,location_Indore,location_Jaipur,location_Kochi,location_Kolkata,location_Lucknow,location_Mumbai,location_Mumbai_Bandra,location_Noida_Sector150,location_Pune,property_type_independent_house,property_type_villa,price_per_sqft,total_rooms,age_category_recent,age_category_old,age_category_very_old
1570,3,3,2,4,13443375,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,8562.65923566879,6,False,False,False
1192,2,1,1,24,11351137,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9522.765939597315,3,False,False,True
1139,2,1,1,20,6432919,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,5647.865671641791,3,False,True,False
613,2,1,1,24,14619701,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,23849.43066884176,3,False,False,True
2198,2,1,2,21,13707425,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6236.3171064604185,3,False,False,True
672,2,1,1,0,12931013,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,19242.57886904762,3,False,False,False
1409,2,1,2,22,8030735,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,5699.599006387509,3,False,False,True
5265,3,3,2,27,85313275,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,16203.850902184235,6,False,False,True
2668,3,3,3,19,66549518,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,24943.597451274363,6,False,True,False
1678,2,1,2,0,16313238,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,9721.834326579261,3,False,False,False
1134,2,1,1,19,8052311,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7100.803350970018,3,False,True,False
4700,4,4,2,0,67775053,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,14420.22404255319,8,False,False,False
2001,2,1,2,0,76225066,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,38093.48625687156,3,False,False,False
760,2,2,0,22,13533066,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,17806.665789473685,4,False,False,True
1124,3,3,1,3,23431612,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,20846.629893238434,6,False,False,False
2376,3,2,2,4,31478935,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13248.710016835017,5,False,False,False
2028,3,2,1,5,38453740,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,18961.410256410258,5,False,False,False
1975,2,1,1,16,31645107,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,16022.838987341773,3,False,True,False
2388,1,1,1,15,17161427,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,7186.527219430486,2,False,True,False
1871,3,3,2,24,13870385,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,7413.353821485836,6,False,False,True
1947,3,3,1,2,32285182,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,16582.01438109913,6,False,False,False
677,2,1,1,24,14558681,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,21504.698670605612,3,False,False,True
1847,2,2,1,5,14138799,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,7655.007579859232,4,False,False,False
2046,3,2,2,10,37507401,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,18332.063049853372,5,True,False,False
2029,2,2,2,0,36120074,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,17801.909314933466,4,False,False,False
1625,2,2,1,1,28592177,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,17595.185846153847,4,False,False,False
1838,2,2,1,21,15924451,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8664.010337323178,4,False,False,True
2388,2,1,3,0,27826415,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11652.602596314908,3,False,False,False
1093,2,2,1,30,6146529,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,5623.539798719122,4,False,False,True
1840,2,2,1,0,41799253,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,22716.985326086957,4,False,False,False
640,2,1,1,2,4716115,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,7368.9296875,3,False,False,False
1889,4,4,1,18,14306265,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,7573.459502382213,8,False,True,False
2332,2,1,1,12,30245244,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,12969.658662092625,3,False,True,False
1405,2,1,1,27,18154475,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,12921.334519572954,3,False,False,True
2383,2,1,2,29,13785378,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,5784.883759966428,3,False,False,True
2357,4,4,1,20,21380613,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9071.112855324565,8,False,True,False
1535,3,3,2,0,16059688,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,10462.337459283388,6,False,False,False
2329,2,1,2,0,59776527,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,25666.177329325892,3,False,False,False
1137,2,1,1,16,13292022,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11690.4327176781,3,False,True,False
2247,2,2,3,12,16651187,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7410.408099688473,4,False,True,False
4450,2,1,2,1,42995325,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,9661.870786516854,3,False,False,False
3641,3,2,1,2,34911774,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,9588.512496566877,5,False,False,False
836,2,2,0,4,6251218,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,7477.533492822967,4,False,False,False
2253,2,1,2,1,23498296,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,10429.780736795385,3,False,False,False
767,2,2,1,20,7268346,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9476.331160365058,4,False,True,False
3479,4,3,3,18,30031300,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,8632.1644150618,7,False,True,False
2605,4,4,2,0,78747979,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,30229.55047984645,8,False,False,False
2095,3,2,2,27,25126038,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,11993.335560859188,5,False,False,True
1147,4,4,1,10,11853596,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10334.434176111596,8,True,False,False
873,2,1,1,10,11318500,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12965.063001145476,3,True,False,False
702,1,1,1,8,5107604,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,7275.789173789174,2,True,False,False
1569,3,3,2,19,13990481,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8916.813894200128,6,False,True,False
1104,4,4,1,24,12355914,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,11191.951086956522,8,False,False,True
4518,2,2,2,9,37824264,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,8371.90438247012,4,True,False,False
3937,4,3,2,6,66116760,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,16793.690627381256,7,True,False,False
2524,4,4,1,4,27946402,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,11072.26703645008,8,False,False,False
1554,2,1,1,15,12560217,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8082.507722007722,3,False,True,False
2172,3,3,3,23,44434628,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,20457.93186003683,6,False,False,True
5305,5,5,2,28,47975742,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,9043.495193213948,10,False,False,True
5832,3,2,2,0,101057283,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,17328.06635802469,5,False,False,False
1842,1,1,2,30,12497511,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,6784.7508143322475,2,False,False,True
5885,4,4,1,24,49084726,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,8340.65012744265,8,False,False,True
3472,4,3,1,25,24257676,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,6986.657834101383,7,False,False,True
2127,3,2,1,0,35228161,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,16562.370004701457,5,False,False,False
2879,5,5,2,24,55352750,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,19226.380687738798,10,False,False,True
1243,1,1,2,7,9990825,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8037.6709573612225,2,True,False,False
1982,2,2,2,20,12419232,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,6266.010090817356,4,False,True,False
2894,3,2,2,2,42969093,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,14847.64789219074,5,False,False,False
2713,3,3,2,0,56493941,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,20823.420936232953,6,False,False,False
2516,3,2,2,0,26817518,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,10658.79093799682,5,False,False,False
4251,4,4,2,25,57887683,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,13617.427193601505,8,False,False,True
1120,3,3,1,29,15044402,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13432.501785714287,6,False,False,True
5707,6,6,2,9,71661461,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,12556.765551077624,12,True,False,False
2825,2,2,2,23,19143743,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,6776.546194690265,4,False,False,True
1567,2,2,1,13,12536966,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,8000.616464582004,4,False,True,False
925,4,3,0,20,16720932,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,18076.683243243242,7,False,True,False
2410,2,2,2,29,61084304,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,25346.184232365144,4,False,False,True
1717,1,1,2,20,12433994,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7241.697146185207,2,False,True,False
2559,4,4,1,1,29845786,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,11663.066041422431,8,False,False,False
2631,3,2,2,23,39811385,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,15131.655264158115,5,False,False,True
970,1,1,1,22,11251352,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,11599.331958762887,2,False,False,True
1687,2,2,1,15,29344243,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,17394.334914048606,4,False,True,False
1388,2,1,2,3,24006149,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,17295.496397694526,3,False,False,False
2146,3,2,3,27,17182876,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8006.931966449208,5,False,False,True
802,3,3,1,29,12287511,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,15321.086034912718,6,False,False,True
1848,1,1,2,23,14690254,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,7949.271645021645,2,False,False,True
1509,3,2,1,6,14310821,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9483.645460569915,5,True,False,False
2182,3,2,2,5,17348519,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,7950.741979835014,5,False,False,False
1359,2,1,1,26,14040151,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10331.23693892568,3,False,False,True
992,2,1,0,22,6689109,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,6743.053427419355,3,False,False,True
820,2,1,1,8,7012928,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8552.351219512195,3,True,False,False
1513,3,3,2,18,10955144,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7240.6768010575015,6,False,True,False
2362,3,3,2,20,52817770,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,22361.46062658764,6,False,True,False
2429,2,1,3,9,23496395,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,9673.279127212845,3,True,False,False
4244,4,3,2,4,42280268,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,9962.362865221488,7,False,False,False
1389,2,1,2,23,7146920,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,5145.3707703383725,3,False,False,True
1991,5,4,2,14,17089771,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,8583.511300853843,9,False,True,False
4379,4,4,2,23,48769539,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,11137.140671386162,8,False,False,True
1105,3,2,2,16,13073966,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11831.643438914027,5,False,True,False
1361,4,4,1,29,20992968,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,15424.664217487141,8,False,False,True
2032,2,1,1,19,19516763,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9604.706200787401,3,False,True,False
2267,1,1,3,25,13364958,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,5895.4380238200265,2,False,False,True
1858,3,2,2,0,28982315,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,15598.662540365985,5,False,False,False
1288,2,1,2,24,9433054,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,7323.7996894409935,3,False,False,True
3357,3,2,2,12,42071484,2,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,12532.464700625558,5,False,True,False
1063,2,1,1,24,15765811,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,14831.430856067733,3,False,False,True
3814,5,4,1,18,29439991,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,7718.927897220766,9,False,True,False
1749,2,2,2,12,28820210,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,16478.107489994283,4,False,True,False
2324,2,1,2,23,27798943,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,11961.679432013769,3,False,False,True
1453,2,2,1,18,13329632,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,9173.869236063318,4,False,True,False
2811,5,4,2,26,31078320,2,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,11055.965848452508,9,False,False,True
883,2,2,1,20,18560087,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,21019.35107587769,4,False,True,False
1081,2,2,1,0,22788327,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,21080.783533765032,4,False,False,False
752,2,1,1,0,10613455,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14113.636968085106,3,False,False,False
1959,4,4,2,16,27214162,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,13891.864216436958,8,False,True,False
772,4,4,1,10,23699962,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,30699.432642487045,8,True,False,False
1241,1,1,1,0,23224991,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,18714.738920225624,2,False,False,False
2424,4,3,2,26,24987300,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,10308.29207920792,7,False,False,True
3929,3,3,1,10,136885271,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,34839.7228302367,6,True,False,False
1670,4,3,1,0,22526211,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,13488.749101796408,7,False,False,False
1800,2,2,2,0,15042448,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8356.915555555555,4,False,False,False
2640,4,3,2,28,37450222,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,14185.690151515151,7,False,False,True
2622,2,1,1,27,31749341,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,12108.825705568268,3,False,False,True
1821,3,2,1,0,63896985,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,35088.95387149918,5,False,False,False
2208,3,3,1,10,14387312,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,6515.992753623188,6,True,False,False
2077,1,1,1,17,16808616,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8092.7376023110255,2,False,True,False
1840,3,3,1,9,15811182,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,8593.033695652173,6,True,False,False
2311,1,1,2,13,15027328,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,6502.521852012116,2,False,True,False
1189,4,4,1,4,17655418,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14848.963835155593,8,False,False,False
1900,1,1,1,30,14664419,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,7718.115263157894,2,False,False,True
2148,3,3,2,28,12648669,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5888.579608938548,6,False,False,True
2517,4,3,3,11,30430005,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,12089.791418355184,7,False,True,False
4642,3,2,1,17,33291824,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,7171.8707453683755,5,False,True,False
4731,4,3,2,10,91556673,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,19352.499048826885,7,True,False,False
2908,3,3,2,22,19008449,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,6536.605570839065,6,False,False,True
4763,3,3,2,9,86103052,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,18077.483098887256,6,True,False,False
1519,2,2,2,10,13700867,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9019.662277814352,4,True,False,False
2167,4,4,2,0,89914423,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,41492.58098754038,8,False,False,False
1657,3,2,1,21,41125728,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,24819.389257694627,5,False,False,True
1854,3,3,1,12,14747881,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7954.628371089536,6,False,True,False
1299,3,3,1,29,18390264,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14157.247113163972,6,False,False,True
2812,4,4,1,16,99798841,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,35490.34174964438,8,False,True,False
1238,2,2,2,16,35298473,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,28512.498384491115,4,False,True,False
1047,3,2,1,28,5562820,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,5313.104106972301,5,False,False,True
2050,4,4,3,18,41874863,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,20426.76243902439,8,False,True,False
1574,1,1,2,25,13315184,2,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,8459.456162642948,2,False,False,True
2025,2,2,1,17,26819186,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,13244.042469135802,4,False,True,False
1964,3,3,1,20,11005152,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,5603.437881873727,6,False,True,False
1905,3,3,1,19,12043723,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6322.164304461942,6,False,True,False
4151,3,3,1,0,49750592,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,11985.206456275597,6,False,False,False
705,2,1,0,13,7745032,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10985.860992907801,3,False,True,False
2455,3,2,2,24,16506607,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6723.66883910387,5,False,False,True
1922,2,2,1,24,10227989,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5321.534339229969,4,False,False,True
1254,3,3,1,15,8509637,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,6785.994417862839,6,False,True,False
3478,5,5,2,24,23900805,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,6871.9968372627945,10,False,False,True
1655,3,2,1,16,13622218,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,8230.94743202417,5,False,True,False
3836,4,4,3,0,148677498,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,38758.471845672575,8,False,False,False
774,1,1,1,0,13614826,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,17590.214470284238,2,False,False,False
2016,2,2,3,30,17067202,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,8465.874007936507,4,False,False,True
2187,2,1,3,0,29236616,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13368.365797896662,3,False,False,False
1944,4,4,1,13,53916764,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,27734.960905349795,8,False,True,False
2139,2,1,2,17,16550977,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,7737.717157550257,3,False,True,False
658,1,1,1,16,8071765,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,12267.120060790274,2,False,True,False
2218,1,1,2,0,39269637,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,17704.976104598736,2,False,False,False
